transaction_date,store_location,month,day_of_week,is_weekend,shift,shift_num,total_cups,prev_cups
2023-03-24,Hell's Kitchen,3,Friday,0,Afternoon,2,74,188.0
2023-03-24,Hell's Kitchen,3,Friday,0,Evening,3,38,74.0
2023-03-25,Hell's Kitchen,3,Saturday,1,Morning,1,185,38.0
2023-03-25,Hell's Kitchen,3,Saturday,1,Afternoon,2,77,185.0
2023-03-25,Hell's Kitchen,3,Saturday,1,Evening,3,35,77.0
2023-03-26,Hell's Kitchen,3,Sunday,1,Morning,1,179,35.0
2023-03-26,Hell's Kitchen,3,Sunday,1,Afternoon,2,62,179.0
2023-03-26,Hell's Kitchen,3,Sunday,1,Evening,3,46,62.0
2023-03-27,Hell's Kitchen,3,Monday,0,Morning,1,238,46.0
2023-03-27,Hell's Kitchen,3,Monday,0,Afternoon,2,80,238.0
2023-03-27,Hell's Kitchen,3,Monday,0,Evening,3,62,80.0
2023-03-28,Hell's Kitchen,3,Tuesday,0,Morning,1,84,62.0
2023-03-28,Hell's Kitchen,3,Tuesday,0,Afternoon,2,124,84.0
2023-03-28,Hell's Kitchen,3,Tuesday,0,Evening,3,72,124.0
2023-03-29,Hell's Kitchen,3,Wednesday,0,Morning,1,73,72.0
2023-03-29,Hell's Kitchen,3,Wednesday,0,Afternoon,2,100,73.0
2023-03-29,Hell's Kitchen,3,Wednesday,0,Evening,3,48,100.0
2023-03-30,Hell's Kitchen,3,Thursday,0,Morning,1,192,48.0
2023-03-30,Hell's Kitchen,3,Thursday,0,Afternoon,2,59,192.0
2023-03-30,Hell's Kitchen,3,Thursday,0,Evening,3,40,59.0
2023-03-31,Hell's Kitchen,3,Friday,0,Morning,1,201,40.0
2023-03-31,Hell's Kitchen,3,Friday,0,Afternoon,2,50,201.0
2023-03-31,Hell's Kitchen,3,Friday,0,Evening,3,39,50.0
2023-04-01,Hell's Kitchen,4,Saturday,1,Morning,1,113,39.0
2023-04-01,Hell's Kitchen,4,Saturday,1,Afternoon,2,158,113.0
2023-04-01,Hell's Kitchen,4,Saturday,1,Evening,3,119,158.0
2023-04-02,Hell's Kitchen,4,Sunday,1,Morning,1,123,119.0
2023-04-02,Hell's Kitchen,4,Sunday,1,Afternoon,2,175,123.0
2023-04-02,Hell's Kitchen,4,Sunday,1,Evening,3,101,175.0
2023-04-03,Hell's Kitchen,4,Monday,0,Morning,1,115,101.0
2023-04-03,Hell's Kitchen,4,Monday,0,Afternoon,2,165,115.0
2023-04-03,Hell's Kitchen,4,Monday,0,Evening,3,87,165.0
2023-04-04,Hell's Kitchen,4,Tuesday,0,Morning,1,131,87.0
2023-04-04,Hell's Kitchen,4,Tuesday,0,Afternoon,2,127,131.0
2023-04-04,Hell's Kitchen,4,Tuesday,0,Evening,3,97,127.0
2023-04-05,Hell's Kitchen,4,Wednesday,0,Morning,1,120,97.0
2023-04-05,Hell's Kitchen,4,Wednesday,0,Afternoon,2,149,120.0
2023-04-05,Hell's Kitchen,4,Wednesday,0,Evening,3,87,149.0
2023-04-06,Hell's Kitchen,4,Thursday,0,Morning,1,113,87.0
2023-04-06,Hell's Kitchen,4,Thursday,0,Afternoon,2,177,113.0
2023-04-06,Hell's Kitchen,4,Thursday,0,Evening,3,99,177.0
2023-04-07,Hell's Kitchen,4,Friday,0,Morning,1,288,99.0
2023-04-07,Hell's Kitchen,4,Friday,0,Afternoon,2,108,288.0
2023-04-07,Hell's Kitchen,4,Friday,0,Evening,3,94,108.0
2023-04-08,Hell's Kitchen,4,Saturday,1,Morning,1,290,94.0
2023-04-08,Hell's Kitchen,4,Saturday,1,Afternoon,2,109,290.0
2023-04-08,Hell's Kitchen,4,Saturday,1,Evening,3,44,109.0
2023-04-09,Hell's Kitchen,4,Sunday,1,Morning,1,302,44.0
2023-04-09,Hell's Kitchen,4,Sunday,1,Afternoon,2,99,302.0
2023-04-09,Hell's Kitchen,4,Sunday,1,Evening,3,59,99.0
2023-04-10,Hell's Kitchen,4,Monday,0,Morning,1,277,59.0
2023-04-10,Hell's Kitchen,4,Monday,0,Afternoon,2,93,277.0
2023-04-10,Hell's Kitchen,4,Monday,0,Evening,3,55,93.0
2023-04-11,Hell's Kitchen,4,Tuesday,0,Morning,1,273,55.0
2023-04-11,Hell's Kitchen,4,Tuesday,0,Afternoon,2,94,273.0
2023-04-11,Hell's Kitchen,4,Tuesday,0,Evening,3,53,94.0
2023-04-12,Hell's Kitchen,4,Wednesday,0,Morning,1,280,53.0
2023-04-12,Hell's Kitchen,4,Wednesday,0,Afternoon,2,120,280.0
2023-04-12,Hell's Kitchen,4,Wednesday,0,Evening,3,76,120.0
2023-04-13,Hell's Kitchen,4,Thursday,0,Morning,1,347,76.0
2023-04-13,Hell's Kitchen,4,Thursday,0,Afternoon,2,115,347.0
2023-04-13,Hell's Kitchen,4,Thursday,0,Evening,3,85,115.0
2023-04-14,Hell's Kitchen,4,Friday,0,Morning,1,338,85.0
2023-04-14,Hell's Kitchen,4,Friday,0,Afternoon,2,62,338.0
2023-04-14,Hell's Kitchen,4,Friday,0,Evening,3,83,62.0
2023-04-15,Hell's Kitchen,4,Saturday,1,Morning,1,252,83.0
2023-04-15,Hell's Kitchen,4,Saturday,1,Afternoon,2,70,252.0
2023-04-15,Hell's Kitchen,4,Saturday,1,Evening,3,50,70.0
2023-04-16,Hell's Kitchen,4,Sunday,1,Morning,1,343,50.0
2023-04-16,Hell's Kitchen,4,Sunday,1,Afternoon,2,70,343.0
2023-04-16,Hell's Kitchen,4,Sunday,1,Evening,3,48,70.0
2023-04-17,Hell's Kitchen,4,Monday,0,Morning,1,228,48.0
2023-04-17,Hell's Kitchen,4,Monday,0,Afternoon,2,45,228.0
2023-04-17,Hell's Kitchen,4,Monday,0,Evening,3,18,45.0
2023-04-18,Hell's Kitchen,4,Tuesday,0,Morning,1,337,18.0
2023-04-18,Hell's Kitchen,4,Tuesday,0,Afternoon,2,76,337.0
2023-04-18,Hell's Kitchen,4,Tuesday,0,Evening,3,57,76.0
2023-04-19,Hell's Kitchen,4,Wednesday,0,Morning,1,291,57.0
2023-04-19,Hell's Kitchen,4,Wednesday,0,Afternoon,2,90,291.0
2023-04-19,Hell's Kitchen,4,Wednesday,0,Evening,3,37,90.0
2023-04-20,Hell's Kitchen,4,Thursday,0,Morning,1,281,37.0
2023-04-20,Hell's Kitchen,4,Thursday,0,Afternoon,2,92,281.0
2023-04-20,Hell's Kitchen,4,Thursday,0,Evening,3,49,92.0
2023-04-21,Hell's Kitchen,4,Friday,0,Morning,1,292,49.0
2023-04-21,Hell's Kitchen,4,Friday,0,Afternoon,2,99,292.0
2023-04-21,Hell's Kitchen,4,Friday,0,Evening,3,75,99.0
2023-04-22,Hell's Kitchen,4,Saturday,1,Morning,1,181,75.0
2023-04-22,Hell's Kitchen,4,Saturday,1,Afternoon,2,83,181.0
2023-04-22,Hell's Kitchen,4,Saturday,1,Evening,3,51,83.0
2023-04-23,Hell's Kitchen,4,Sunday,1,Morning,1,263,51.0
2023-04-23,Hell's Kitchen,4,Sunday,1,Afternoon,2,78,263.0
2023-04-23,Hell's Kitchen,4,Sunday,1,Evening,3,55,78.0
2023-04-24,Hell's Kitchen,4,Monday,0,Morning,1,210,55.0
2023-04-24,Hell's Kitchen,4,Monday,0,Afternoon,2,88,210.0
2023-04-24,Hell's Kitchen,4,Monday,0,Evening,3,50,88.0
2023-04-25,Hell's Kitchen,4,Tuesday,0,Morning,1,233,50.0
2023-04-25,Hell's Kitchen,4,Tuesday,0,Afternoon,2,100,233.0
2023-04-25,Hell's Kitchen,4,Tuesday,0,Evening,3,43,100.0
2023-04-26,Hell's Kitchen,4,Wednesday,0,Morning,1,251,43.0
2023-04-26,Hell's Kitchen,4,Wednesday,0,Afternoon,2,93,251.0
2023-04-26,Hell's Kitchen,4,Wednesday,0,Evening,3,73,93.0
2023-04-27,Hell's Kitchen,4,Thursday,0,Morning,1,273,73.0
2023-04-27,Hell's Kitchen,4,Thursday,0,Afternoon,2,107,273.0
2023-04-27,Hell's Kitchen,4,Thursday,0,Evening,3,82,107.0
2023-04-28,Hell's Kitchen,4,Friday,0,Morning,1,108,82.0
2023-04-28,Hell's Kitchen,4,Friday,0,Afternoon,2,153,108.0
2023-04-28,Hell's Kitchen,4,Friday,0,Evening,3,83,153.0
2023-04-29,Hell's Kitchen,4,Saturday,1,Morning,1,84,83.0
2023-04-29,Hell's Kitchen,4,Saturday,1,Afternoon,2,145,84.0
2023-04-29,Hell's Kitchen,4,Saturday,1,Evening,3,61,145.0
2023-04-30,Hell's Kitchen,4,Sunday,1,Morning,1,239,61.0
2023-04-30,Hell's Kitchen,4,Sunday,1,Afternoon,2,60,239.0
2023-04-30,Hell's Kitchen,4,Sunday,1,Evening,3,47,60.0
2023-05-01,Hell's Kitchen,5,Monday,0,Morning,1,159,47.0
2023-05-01,Hell's Kitchen,5,Monday,0,Afternoon,2,207,159.0
2023-05-01,Hell's Kitchen,5,Monday,0,Evening,3,146,207.0
2023-05-02,Hell's Kitchen,5,Tuesday,0,Morning,1,163,146.0
2023-05-02,Hell's Kitchen,5,Tuesday,0,Afternoon,2,210,163.0
2023-05-02,Hell's Kitchen,5,Tuesday,0,Evening,3,144,210.0
2023-05-03,Hell's Kitchen,5,Wednesday,0,Morning,1,158,144.0
2023-05-03,Hell's Kitchen,5,Wednesday,0,Afternoon,2,203,158.0
2023-05-03,Hell's Kitchen,5,Wednesday,0,Evening,3,142,203.0
2023-05-04,Hell's Kitchen,5,Thursday,0,Morning,1,152,142.0
2023-05-04,Hell's Kitchen,5,Thursday,0,Afternoon,2,191,152.0
2023-05-04,Hell's Kitchen,5,Thursday,0,Evening,3,124,191.0
2023-05-05,Hell's Kitchen,5,Friday,0,Morning,1,157,124.0
2023-05-05,Hell's Kitchen,5,Friday,0,Afternoon,2,191,157.0
2023-05-05,Hell's Kitchen,5,Friday,0,Evening,3,115,191.0
2023-05-06,Hell's Kitchen,5,Saturday,1,Morning,1,128,115.0
2023-05-06,Hell's Kitchen,5,Saturday,1,Afternoon,2,221,128.0
2023-05-06,Hell's Kitchen,5,Saturday,1,Evening,3,129,221.0
2023-05-07,Hell's Kitchen,5,Sunday,1,Morning,1,368,129.0
2023-05-07,Hell's Kitchen,5,Sunday,1,Afternoon,2,118,368.0
2023-05-07,Hell's Kitchen,5,Sunday,1,Evening,3,149,118.0
2023-05-08,Hell's Kitchen,5,Monday,0,Morning,1,352,149.0
2023-05-08,Hell's Kitchen,5,Monday,0,Afternoon,2,140,352.0
2023-05-08,Hell's Kitchen,5,Monday,0,Evening,3,68,140.0
2023-05-09,Hell's Kitchen,5,Tuesday,0,Morning,1,417,68.0
2023-05-09,Hell's Kitchen,5,Tuesday,0,Afternoon,2,113,417.0
2023-05-09,Hell's Kitchen,5,Tuesday,0,Evening,3,78,113.0
2023-05-10,Hell's Kitchen,5,Wednesday,0,Morning,1,382,78.0
2023-05-10,Hell's Kitchen,5,Wednesday,0,Afternoon,2,134,382.0
2023-05-10,Hell's Kitchen,5,Wednesday,0,Evening,3,70,134.0
2023-05-11,Hell's Kitchen,5,Thursday,0,Morning,1,366,70.0
2023-05-11,Hell's Kitchen,5,Thursday,0,Afternoon,2,129,366.0
2023-05-11,Hell's Kitchen,5,Thursday,0,Evening,3,67,129.0
2023-05-12,Hell's Kitchen,5,Friday,0,Morning,1,354,67.0
2023-05-12,Hell's Kitchen,5,Friday,0,Afternoon,2,132,354.0
2023-05-12,Hell's Kitchen,5,Friday,0,Evening,3,97,132.0
2023-05-13,Hell's Kitchen,5,Saturday,1,Morning,1,453,97.0
2023-05-13,Hell's Kitchen,5,Saturday,1,Afternoon,2,132,453.0
2023-05-13,Hell's Kitchen,5,Saturday,1,Evening,3,99,132.0
2023-05-14,Hell's Kitchen,5,Sunday,1,Morning,1,404,99.0
2023-05-14,Hell's Kitchen,5,Sunday,1,Afternoon,2,81,404.0
2023-05-14,Hell's Kitchen,5,Sunday,1,Evening,3,76,81.0
2023-05-15,Hell's Kitchen,5,Monday,0,Morning,1,334,76.0
2023-05-15,Hell's Kitchen,5,Monday,0,Afternoon,2,83,334.0
2023-05-15,Hell's Kitchen,5,Monday,0,Evening,3,63,83.0
2023-05-16,Hell's Kitchen,5,Tuesday,0,Morning,1,392,63.0
2023-05-16,Hell's Kitchen,5,Tuesday,0,Afternoon,2,90,392.0
2023-05-16,Hell's Kitchen,5,Tuesday,0,Evening,3,59,90.0
2023-05-17,Hell's Kitchen,5,Wednesday,0,Morning,1,259,59.0
2023-05-17,Hell's Kitchen,5,Wednesday,0,Afternoon,2,63,259.0
2023-05-17,Hell's Kitchen,5,Wednesday,0,Evening,3,37,63.0
2023-05-18,Hell's Kitchen,5,Thursday,0,Morning,1,402,37.0
2023-05-18,Hell's Kitchen,5,Thursday,0,Afternoon,2,126,402.0
2023-05-18,Hell's Kitchen,5,Thursday,0,Evening,3,55,126.0
2023-05-19,Hell's Kitchen,5,Friday,0,Morning,1,391,55.0
2023-05-19,Hell's Kitchen,5,Friday,0,Afternoon,2,110,391.0
2023-05-19,Hell's Kitchen,5,Friday,0,Evening,3,60,110.0
2023-05-20,Hell's Kitchen,5,Saturday,1,Morning,1,365,60.0
2023-05-20,Hell's Kitchen,5,Saturday,1,Afternoon,2,111,365.0
2023-05-20,Hell's Kitchen,5,Saturday,1,Evening,3,92,111.0
2023-05-21,Hell's Kitchen,5,Sunday,1,Morning,1,363,92.0
2023-05-21,Hell's Kitchen,5,Sunday,1,Afternoon,2,127,363.0
2023-05-21,Hell's Kitchen,5,Sunday,1,Evening,3,115,127.0
2023-05-22,Hell's Kitchen,5,Monday,0,Morning,1,256,115.0
2023-05-22,Hell's Kitchen,5,Monday,0,Afternoon,2,119,256.0
2023-05-22,Hell's Kitchen,5,Monday,0,Evening,3,67,119.0
2023-05-23,Hell's Kitchen,5,Tuesday,0,Morning,1,351,67.0
2023-05-23,Hell's Kitchen,5,Tuesday,0,Afternoon,2,117,351.0
2023-05-23,Hell's Kitchen,5,Tuesday,0,Evening,3,76,117.0
2023-05-24,Hell's Kitchen,5,Wednesday,0,Morning,1,255,76.0
2023-05-24,Hell's Kitchen,5,Wednesday,0,Afternoon,2,123,255.0
2023-05-24,Hell's Kitchen,5,Wednesday,0,Evening,3,66,123.0
2023-05-25,Hell's Kitchen,5,Thursday,0,Morning,1,290,66.0
2023-05-25,Hell's Kitchen,5,Thursday,0,Afternoon,2,114,290.0
2023-05-25,Hell's Kitchen,5,Thursday,0,Evening,3,52,114.0
2023-05-26,Hell's Kitchen,5,Friday,0,Morning,1,279,52.0
2023-05-26,Hell's Kitchen,5,Friday,0,Afternoon,2,94,279.0
2023-05-26,Hell's Kitchen,5,Friday,0,Evening,3,78,94.0
2023-05-27,Hell's Kitchen,5,Saturday,1,Morning,1,368,78.0
2023-05-27,Hell's Kitchen,5,Saturday,1,Afternoon,2,114,368.0
2023-05-27,Hell's Kitchen,5,Saturday,1,Evening,3,100,114.0
2023-05-28,Hell's Kitchen,5,Sunday,1,Morning,1,131,100.0
2023-05-28,Hell's Kitchen,5,Sunday,1,Afternoon,2,184,131.0
2023-05-28,Hell's Kitchen,5,Sunday,1,Evening,3,89,184.0
2023-05-29,Hell's Kitchen,5,Monday,0,Morning,1,132,89.0
2023-05-29,Hell's Kitchen,5,Monday,0,Afternoon,2,168,132.0
2023-05-29,Hell's Kitchen,5,Monday,0,Evening,3,63,168.0
2023-05-30,Hell's Kitchen,5,Tuesday,0,Morning,1,304,63.0
2023-05-30,Hell's Kitchen,5,Tuesday,0,Afternoon,2,85,304.0
2023-05-30,Hell's Kitchen,5,Tuesday,0,Evening,3,37,85.0
2023-05-31,Hell's Kitchen,5,Wednesday,0,Morning,1,264,37.0
2023-05-31,Hell's Kitchen,5,Wednesday,0,Afternoon,2,96,264.0
2023-05-31,Hell's Kitchen,5,Wednesday,0,Evening,3,56,96.0
2023-06-01,Hell's Kitchen,6,Thursday,0,Morning,1,178,56.0
2023-06-01,Hell's Kitchen,6,Thursday,0,Afternoon,2,238,178.0
2023-06-01,Hell's Kitchen,6,Thursday,0,Evening,3,166,238.0
2023-06-02,Hell's Kitchen,6,Friday,0,Morning,1,168,166.0
2023-06-02,Hell's Kitchen,6,Friday,0,Afternoon,2,230,168.0
2023-06-02,Hell's Kitchen,6,Friday,0,Evening,3,157,230.0
2023-06-03,Hell's Kitchen,6,Saturday,1,Morning,1,156,157.0
2023-06-03,Hell's Kitchen,6,Saturday,1,Afternoon,2,207,156.0
2023-06-03,Hell's Kitchen,6,Saturday,1,Evening,3,159,207.0
2023-06-04,Hell's Kitchen,6,Sunday,1,Morning,1,190,159.0
2023-06-04,Hell's Kitchen,6,Sunday,1,Afternoon,2,215,190.0
2023-06-04,Hell's Kitchen,6,Sunday,1,Evening,3,124,215.0
2023-06-05,Hell's Kitchen,6,Monday,0,Morning,1,163,124.0
2023-06-05,Hell's Kitchen,6,Monday,0,Afternoon,2,228,163.0
2023-06-05,Hell's Kitchen,6,Monday,0,Evening,3,104,228.0
2023-06-06,Hell's Kitchen,6,Tuesday,0,Morning,1,159,104.0
2023-06-06,Hell's Kitchen,6,Tuesday,0,Afternoon,2,245,159.0
2023-06-06,Hell's Kitchen,6,Tuesday,0,Evening,3,129,245.0
2023-06-07,Hell's Kitchen,6,Wednesday,0,Morning,1,380,129.0
2023-06-07,Hell's Kitchen,6,Wednesday,0,Afternoon,2,147,380.0
2023-06-07,Hell's Kitchen,6,Wednesday,0,Evening,3,125,147.0
2023-06-08,Hell's Kitchen,6,Thursday,0,Morning,1,393,125.0
2023-06-08,Hell's Kitchen,6,Thursday,0,Afternoon,2,148,393.0
2023-06-08,Hell's Kitchen,6,Thursday,0,Evening,3,82,148.0
2023-06-09,Hell's Kitchen,6,Friday,0,Morning,1,441,82.0
2023-06-09,Hell's Kitchen,6,Friday,0,Afternoon,2,150,441.0
2023-06-09,Hell's Kitchen,6,Friday,0,Evening,3,102,150.0
2023-06-10,Hell's Kitchen,6,Saturday,1,Morning,1,395,102.0
2023-06-10,Hell's Kitchen,6,Saturday,1,Afternoon,2,143,395.0
2023-06-10,Hell's Kitchen,6,Saturday,1,Evening,3,74,143.0
2023-06-11,Hell's Kitchen,6,Sunday,1,Morning,1,426,74.0
2023-06-11,Hell's Kitchen,6,Sunday,1,Afternoon,2,140,426.0
2023-06-11,Hell's Kitchen,6,Sunday,1,Evening,3,70,140.0
2023-06-12,Hell's Kitchen,6,Monday,0,Morning,1,395,70.0
2023-06-12,Hell's Kitchen,6,Monday,0,Afternoon,2,139,395.0
2023-06-12,Hell's Kitchen,6,Monday,0,Evening,3,110,139.0
2023-06-13,Hell's Kitchen,6,Tuesday,0,Morning,1,499,110.0
2023-06-13,Hell's Kitchen,6,Tuesday,0,Afternoon,2,146,499.0
2023-06-13,Hell's Kitchen,6,Tuesday,0,Evening,3,124,146.0
2023-06-14,Hell's Kitchen,6,Wednesday,0,Morning,1,481,124.0
2023-06-14,Hell's Kitchen,6,Wednesday,0,Afternoon,2,100,481.0
2023-06-14,Hell's Kitchen,6,Wednesday,0,Evening,3,91,100.0
2023-06-15,Hell's Kitchen,6,Thursday,0,Morning,1,365,91.0
2023-06-15,Hell's Kitchen,6,Thursday,0,Afternoon,2,105,365.0
2023-06-15,Hell's Kitchen,6,Thursday,0,Evening,3,79,105.0
2023-06-16,Hell's Kitchen,6,Friday,0,Morning,1,419,79.0
2023-06-16,Hell's Kitchen,6,Friday,0,Afternoon,2,107,419.0
2023-06-16,Hell's Kitchen,6,Friday,0,Evening,3,71,107.0
2023-06-17,Hell's Kitchen,6,Saturday,1,Morning,1,288,71.0
2023-06-17,Hell's Kitchen,6,Saturday,1,Afternoon,2,76,288.0
2023-06-17,Hell's Kitchen,6,Saturday,1,Evening,3,33,76.0
2023-06-18,Hell's Kitchen,6,Sunday,1,Morning,1,435,33.0
2023-06-18,Hell's Kitchen,6,Sunday,1,Afternoon,2,129,435.0
2023-06-18,Hell's Kitchen,6,Sunday,1,Evening,3,74,129.0
2023-06-19,Hell's Kitchen,6,Monday,0,Morning,1,440,74.0
2023-06-19,Hell's Kitchen,6,Monday,0,Afternoon,2,121,440.0
2023-06-19,Hell's Kitchen,6,Monday,0,Evening,3,63,121.0
2023-06-20,Hell's Kitchen,6,Tuesday,0,Morning,1,368,63.0
2023-06-20,Hell's Kitchen,6,Tuesday,0,Afternoon,2,113,368.0
2023-06-20,Hell's Kitchen,6,Tuesday,0,Evening,3,94,113.0
2023-06-21,Hell's Kitchen,6,Wednesday,0,Morning,1,413,94.0
2023-06-21,Hell's Kitchen,6,Wednesday,0,Afternoon,2,146,413.0
2023-06-21,Hell's Kitchen,6,Wednesday,0,Evening,3,112,146.0
2023-06-22,Hell's Kitchen,6,Thursday,0,Morning,1,270,112.0
2023-06-22,Hell's Kitchen,6,Thursday,0,Afternoon,2,123,270.0
2023-06-22,Hell's Kitchen,6,Thursday,0,Evening,3,76,123.0
2023-06-23,Hell's Kitchen,6,Friday,0,Morning,1,352,76.0
2023-06-23,Hell's Kitchen,6,Friday,0,Afternoon,2,123,352.0
2023-06-23,Hell's Kitchen,6,Friday,0,Evening,3,95,123.0
2023-06-24,Hell's Kitchen,6,Saturday,1,Morning,1,296,95.0
2023-06-24,Hell's Kitchen,6,Saturday,1,Afternoon,2,141,296.0
2023-06-24,Hell's Kitchen,6,Saturday,1,Evening,3,74,141.0
2023-06-25,Hell's Kitchen,6,Sunday,1,Morning,1,328,74.0
2023-06-25,Hell's Kitchen,6,Sunday,1,Afternoon,2,121,328.0
2023-06-25,Hell's Kitchen,6,Sunday,1,Evening,3,78,121.0
2023-06-26,Hell's Kitchen,6,Monday,0,Morning,1,333,78.0
2023-06-26,Hell's Kitchen,6,Monday,0,Afternoon,2,120,333.0
2023-06-26,Hell's Kitchen,6,Monday,0,Evening,3,75,120.0
2023-06-27,Hell's Kitchen,6,Tuesday,0,Morning,1,385,75.0
2023-06-27,Hell's Kitchen,6,Tuesday,0,Afternoon,2,111,385.0
2023-06-27,Hell's Kitchen,6,Tuesday,0,Evening,3,98,111.0
2023-06-28,Hell's Kitchen,6,Wednesday,0,Morning,1,146,98.0
2023-06-28,Hell's Kitchen,6,Wednesday,0,Afternoon,2,208,146.0
2023-06-28,Hell's Kitchen,6,Wednesday,0,Evening,3,105,208.0
2023-06-29,Hell's Kitchen,6,Thursday,0,Morning,1,150,105.0
2023-06-29,Hell's Kitchen,6,Thursday,0,Afternoon,2,170,150.0
2023-06-29,Hell's Kitchen,6,Thursday,0,Evening,3,100,170.0
2023-06-30,Hell's Kitchen,6,Friday,0,Morning,1,360,100.0
2023-06-30,Hell's Kitchen,6,Friday,0,Afternoon,2,64,360.0
2023-06-30,Hell's Kitchen,6,Friday,0,Evening,3,54,64.0
2023-01-01,Lower Manhattan,1,Sunday,1,Morning,1,119,0.0
2023-01-01,Lower Manhattan,1,Sunday,1,Afternoon,2,112,119.0
2023-01-01,Lower Manhattan,1,Sunday,1,Evening,3,24,112.0
2023-01-02,Lower Manhattan,1,Monday,0,Morning,1,73,24.0
2023-01-02,Lower Manhattan,1,Monday,0,Afternoon,2,121,73.0
2023-01-02,Lower Manhattan,1,Monday,0,Evening,3,23,121.0
2023-01-03,Lower Manhattan,1,Tuesday,0,Morning,1,107,23.0
2023-01-03,Lower Manhattan,1,Tuesday,0,Afternoon,2,109,107.0
2023-01-03,Lower Manhattan,1,Tuesday,0,Evening,3,25,109.0
2023-01-04,Lower Manhattan,1,Wednesday,0,Morning,1,67,25.0
2023-01-04,Lower Manhattan,1,Wednesday,0,Afternoon,2,107,67.0
2023-01-04,Lower Manhattan,1,Wednesday,0,Evening,3,34,107.0
2023-01-05,Lower Manhattan,1,Thursday,0,Morning,1,121,34.0
2023-01-05,Lower Manhattan,1,Thursday,0,Afternoon,2,119,121.0
2023-01-05,Lower Manhattan,1,Thursday,0,Evening,3,18,119.0
2023-01-06,Lower Manhattan,1,Friday,0,Morning,1,114,18.0
2023-01-06,Lower Manhattan,1,Friday,0,Afternoon,2,112,114.0
2023-01-06,Lower Manhattan,1,Friday,0,Evening,3,30,112.0
2023-01-07,Lower Manhattan,1,Saturday,1,Morning,1,203,30.0
2023-01-07,Lower Manhattan,1,Saturday,1,Afternoon,2,16,203.0
2023-01-08,Lower Manhattan,1,Sunday,1,Morning,1,198,16.0
2023-01-08,Lower Manhattan,1,Sunday,1,Afternoon,2,61,198.0
2023-01-08,Lower Manhattan,1,Sunday,1,Evening,3,43,61.0
2023-01-09,Lower Manhattan,1,Monday,0,Morning,1,188,43.0
2023-01-09,Lower Manhattan,1,Monday,0,Afternoon,2,52,188.0
2023-01-09,Lower Manhattan,1,Monday,0,Evening,3,22,52.0
2023-01-10,Lower Manhattan,1,Tuesday,0,Morning,1,195,22.0
2023-01-10,Lower Manhattan,1,Tuesday,0,Afternoon,2,71,195.0
2023-01-10,Lower Manhattan,1,Tuesday,0,Evening,3,11,71.0
2023-01-11,Lower Manhattan,1,Wednesday,0,Morning,1,159,11.0
2023-01-11,Lower Manhattan,1,Wednesday,0,Afternoon,2,76,159.0
2023-01-11,Lower Manhattan,1,Wednesday,0,Evening,3,23,76.0
2023-01-12,Lower Manhattan,1,Thursday,0,Morning,1,207,23.0
2023-01-12,Lower Manhattan,1,Thursday,0,Afternoon,2,66,207.0
2023-01-12,Lower Manhattan,1,Thursday,0,Evening,3,29,66.0
2023-01-13,Lower Manhattan,1,Friday,0,Morning,1,190,29.0
2023-01-13,Lower Manhattan,1,Friday,0,Afternoon,2,82,190.0
2023-01-13,Lower Manhattan,1,Friday,0,Evening,3,23,82.0
2023-01-14,Lower Manhattan,1,Saturday,1,Morning,1,154,23.0
2023-01-14,Lower Manhattan,1,Saturday,1,Afternoon,2,56,154.0
2023-01-14,Lower Manhattan,1,Saturday,1,Evening,3,22,56.0
2023-01-15,Lower Manhattan,1,Sunday,1,Morning,1,189,22.0
2023-01-15,Lower Manhattan,1,Sunday,1,Afternoon,2,83,189.0
2023-01-15,Lower Manhattan,1,Sunday,1,Evening,3,10,83.0
2023-01-16,Lower Manhattan,1,Monday,0,Morning,1,181,10.0
2023-01-16,Lower Manhattan,1,Monday,0,Afternoon,2,69,181.0
2023-01-16,Lower Manhattan,1,Monday,0,Evening,3,9,69.0
2023-01-17,Lower Manhattan,1,Tuesday,0,Morning,1,172,9.0
2023-01-17,Lower Manhattan,1,Tuesday,0,Afternoon,2,63,172.0
2023-01-17,Lower Manhattan,1,Tuesday,0,Evening,3,16,63.0
2023-01-18,Lower Manhattan,1,Wednesday,0,Morning,1,180,16.0
2023-01-18,Lower Manhattan,1,Wednesday,0,Afternoon,2,73,180.0
2023-01-18,Lower Manhattan,1,Wednesday,0,Evening,3,16,73.0
2023-01-19,Lower Manhattan,1,Thursday,0,Morning,1,158,16.0
2023-01-19,Lower Manhattan,1,Thursday,0,Afternoon,2,72,158.0
2023-01-19,Lower Manhattan,1,Thursday,0,Evening,3,22,72.0
2023-01-20,Lower Manhattan,1,Friday,0,Morning,1,184,22.0
2023-01-20,Lower Manhattan,1,Friday,0,Afternoon,2,59,184.0
2023-01-20,Lower Manhattan,1,Friday,0,Evening,3,25,59.0
2023-01-21,Lower Manhattan,1,Saturday,1,Morning,1,218,25.0
2023-01-21,Lower Manhattan,1,Saturday,1,Afternoon,2,70,218.0
2023-01-21,Lower Manhattan,1,Saturday,1,Evening,3,7,70.0
2023-01-22,Lower Manhattan,1,Sunday,1,Morning,1,223,7.0
2023-01-22,Lower Manhattan,1,Sunday,1,Afternoon,2,74,223.0
2023-01-22,Lower Manhattan,1,Sunday,1,Evening,3,35,74.0
2023-01-23,Lower Manhattan,1,Monday,0,Morning,1,174,35.0
