transaction_date,store_location,month,day_of_week,is_weekend,shift,shift_num,total_cups,total_revenue,prev_revenue,prev_cups
2023-02-06,Hell's Kitchen,2,Monday,0,Afternoon,2,124,367.6,220.75,72.0
2023-02-06,Hell's Kitchen,2,Monday,0,Evening,3,68,207.8,367.6,124.0
2023-02-07,Hell's Kitchen,2,Tuesday,0,Morning,1,152,483.3,207.8,68.0
2023-02-07,Hell's Kitchen,2,Tuesday,0,Afternoon,2,60,177.65,483.3,152.0
2023-02-07,Hell's Kitchen,2,Tuesday,0,Evening,3,80,232.3,177.65,60.0
2023-02-08,Hell's Kitchen,2,Wednesday,0,Morning,1,182,589.55,232.3,80.0
2023-02-08,Hell's Kitchen,2,Wednesday,0,Afternoon,2,78,252.78,589.55,182.0
2023-02-08,Hell's Kitchen,2,Wednesday,0,Evening,3,38,107.6,252.78,78.0
2023-02-09,Hell's Kitchen,2,Thursday,0,Morning,1,212,613.3,107.6,38.0
2023-02-09,Hell's Kitchen,2,Thursday,0,Afternoon,2,50,158.2,613.3,212.0
2023-02-09,Hell's Kitchen,2,Thursday,0,Evening,3,30,87.75,158.2,50.0
2023-02-10,Hell's Kitchen,2,Friday,0,Morning,1,203,672.45,87.75,30.0
2023-02-10,Hell's Kitchen,2,Friday,0,Afternoon,2,66,212.5,672.45,203.0
2023-02-10,Hell's Kitchen,2,Friday,0,Evening,3,57,187.35,212.5,66.0
2023-02-11,Hell's Kitchen,2,Saturday,1,Morning,1,188,630.88,187.35,57.0
2023-02-11,Hell's Kitchen,2,Saturday,1,Afternoon,2,70,221.7,630.88,188.0
2023-02-11,Hell's Kitchen,2,Saturday,1,Evening,3,49,178.63,221.7,70.0
2023-02-12,Hell's Kitchen,2,Sunday,1,Morning,1,187,684.65,178.63,49.0
2023-02-12,Hell's Kitchen,2,Sunday,1,Afternoon,2,75,215.4,684.65,187.0
2023-02-12,Hell's Kitchen,2,Sunday,1,Evening,3,64,225.75,215.4,75.0
2023-02-13,Hell's Kitchen,2,Monday,0,Morning,1,244,750.9,225.75,64.0
2023-02-13,Hell's Kitchen,2,Monday,0,Afternoon,2,70,281.6,750.9,244.0
2023-02-13,Hell's Kitchen,2,Monday,0,Evening,3,49,152.65,281.6,70.0
2023-02-14,Hell's Kitchen,2,Tuesday,0,Morning,1,247,784.55,152.65,49.0
2023-02-14,Hell's Kitchen,2,Tuesday,0,Afternoon,2,40,155.4,784.55,247.0
2023-02-14,Hell's Kitchen,2,Tuesday,0,Evening,3,62,223.7,155.4,40.0
2023-02-15,Hell's Kitchen,2,Wednesday,0,Morning,1,183,597.55,223.7,62.0
2023-02-15,Hell's Kitchen,2,Wednesday,0,Afternoon,2,40,132.5,597.55,183.0
2023-02-15,Hell's Kitchen,2,Wednesday,0,Evening,3,31,120.2,132.5,40.0
2023-02-16,Hell's Kitchen,2,Thursday,0,Morning,1,194,686.78,120.2,31.0
2023-02-16,Hell's Kitchen,2,Thursday,0,Afternoon,2,46,142.6,686.78,194.0
2023-02-16,Hell's Kitchen,2,Thursday,0,Evening,3,25,78.85,142.6,46.0
2023-02-17,Hell's Kitchen,2,Friday,0,Morning,1,142,431.55,78.85,25.0
2023-02-17,Hell's Kitchen,2,Friday,0,Afternoon,2,44,139.7,431.55,142.0
2023-02-17,Hell's Kitchen,2,Friday,0,Evening,3,23,66.35,139.7,44.0
2023-02-18,Hell's Kitchen,2,Saturday,1,Morning,1,213,801.35,66.35,23.0
2023-02-18,Hell's Kitchen,2,Saturday,1,Afternoon,2,58,168.75,801.35,213.0
2023-02-18,Hell's Kitchen,2,Saturday,1,Evening,3,26,79.4,168.75,58.0
2023-02-19,Hell's Kitchen,2,Sunday,1,Morning,1,228,820.45,79.4,26.0
2023-02-19,Hell's Kitchen,2,Sunday,1,Afternoon,2,63,212.7,820.45,228.0
2023-02-19,Hell's Kitchen,2,Sunday,1,Evening,3,40,131.05,212.7,63.0
2023-02-20,Hell's Kitchen,2,Monday,0,Morning,1,201,699.2,131.05,40.0
2023-02-20,Hell's Kitchen,2,Monday,0,Afternoon,2,64,207.25,699.2,201.0
2023-02-20,Hell's Kitchen,2,Monday,0,Evening,3,51,160.2,207.25,64.0
2023-02-21,Hell's Kitchen,2,Tuesday,0,Morning,1,184,575.05,160.2,51.0
2023-02-21,Hell's Kitchen,2,Tuesday,0,Afternoon,2,79,251.8,575.05,184.0
2023-02-21,Hell's Kitchen,2,Tuesday,0,Evening,3,44,131.8,251.8,79.0
2023-02-22,Hell's Kitchen,2,Wednesday,0,Morning,1,153,526.15,131.8,44.0
2023-02-22,Hell's Kitchen,2,Wednesday,0,Afternoon,2,69,212.3,526.15,153.0
2023-02-22,Hell's Kitchen,2,Wednesday,0,Evening,3,32,92.25,212.3,69.0
2023-02-23,Hell's Kitchen,2,Thursday,0,Morning,1,157,622.98,92.25,32.0
2023-02-23,Hell's Kitchen,2,Thursday,0,Afternoon,2,48,155.05,622.98,157.0
2023-02-23,Hell's Kitchen,2,Thursday,0,Evening,3,35,110.95,155.05,48.0
2023-02-24,Hell's Kitchen,2,Friday,0,Morning,1,160,518.25,110.95,35.0
2023-02-24,Hell's Kitchen,2,Friday,0,Afternoon,2,62,182.65,518.25,160.0
2023-02-24,Hell's Kitchen,2,Friday,0,Evening,3,34,114.2,182.65,62.0
2023-02-25,Hell's Kitchen,2,Saturday,1,Morning,1,164,528.1,114.2,34.0
2023-02-25,Hell's Kitchen,2,Saturday,1,Afternoon,2,58,201.65,528.1,164.0
2023-02-25,Hell's Kitchen,2,Saturday,1,Evening,3,33,123.6,201.65,58.0
2023-02-26,Hell's Kitchen,2,Sunday,1,Morning,1,147,537.4,123.6,33.0
2023-02-26,Hell's Kitchen,2,Sunday,1,Afternoon,2,73,248.8,537.4,147.0
2023-02-26,Hell's Kitchen,2,Sunday,1,Evening,3,49,142.25,248.8,73.0
2023-02-27,Hell's Kitchen,2,Monday,0,Morning,1,188,517.3,142.25,49.0
2023-02-27,Hell's Kitchen,2,Monday,0,Afternoon,2,43,130.2,517.3,188.0
2023-02-27,Hell's Kitchen,2,Monday,0,Evening,3,41,111.4,130.2,43.0
2023-02-28,Hell's Kitchen,2,Tuesday,0,Morning,1,68,214.6,111.4,41.0
2023-02-28,Hell's Kitchen,2,Tuesday,0,Afternoon,2,109,351.35,214.6,68.0
2023-02-28,Hell's Kitchen,2,Tuesday,0,Evening,3,60,183.25,351.35,109.0
2023-03-01,Hell's Kitchen,3,Wednesday,0,Morning,1,118,380.75,183.25,60.0
2023-03-01,Hell's Kitchen,3,Wednesday,0,Afternoon,2,123,379.75,380.75,118.0
2023-03-01,Hell's Kitchen,3,Wednesday,0,Evening,3,89,279.95,379.75,123.0
2023-03-02,Hell's Kitchen,3,Thursday,0,Morning,1,105,337.05,279.95,89.0
2023-03-02,Hell's Kitchen,3,Thursday,0,Afternoon,2,131,384.95,337.05,105.0
2023-03-02,Hell's Kitchen,3,Thursday,0,Evening,3,95,298.75,384.95,131.0
2023-03-03,Hell's Kitchen,3,Friday,0,Morning,1,85,271.3,298.75,95.0
2023-03-03,Hell's Kitchen,3,Friday,0,Afternoon,2,153,490.05,271.3,85.0
2023-03-03,Hell's Kitchen,3,Friday,0,Evening,3,90,276.2,490.05,153.0
2023-03-04,Hell's Kitchen,3,Saturday,1,Morning,1,91,288.95,276.2,90.0
2023-03-04,Hell's Kitchen,3,Saturday,1,Afternoon,2,116,355.05,288.95,91.0
2023-03-04,Hell's Kitchen,3,Saturday,1,Evening,3,74,224.4,355.05,116.0
2023-03-05,Hell's Kitchen,3,Sunday,1,Morning,1,104,329.65,224.4,74.0
2023-03-05,Hell's Kitchen,3,Sunday,1,Afternoon,2,122,356.45,329.65,104.0
2023-03-05,Hell's Kitchen,3,Sunday,1,Evening,3,73,217.9,356.45,122.0
2023-03-06,Hell's Kitchen,3,Monday,0,Morning,1,107,325.35,217.9,73.0
2023-03-06,Hell's Kitchen,3,Monday,0,Afternoon,2,140,430.95,325.35,107.0
2023-03-06,Hell's Kitchen,3,Monday,0,Evening,3,59,178.65,430.95,140.0
2023-03-07,Hell's Kitchen,3,Tuesday,0,Morning,1,208,648.85,178.65,59.0
2023-03-07,Hell's Kitchen,3,Tuesday,0,Afternoon,2,76,217.7,648.85,208.0
2023-03-07,Hell's Kitchen,3,Tuesday,0,Evening,3,90,269.5,217.7,76.0
2023-03-08,Hell's Kitchen,3,Wednesday,0,Morning,1,239,783.2,269.5,90.0
2023-03-08,Hell's Kitchen,3,Wednesday,0,Afternoon,2,70,218.78,783.2,239.0
2023-03-08,Hell's Kitchen,3,Wednesday,0,Evening,3,48,182.1,218.78,70.0
2023-03-09,Hell's Kitchen,3,Thursday,0,Morning,1,267,851.1,182.1,48.0
2023-03-09,Hell's Kitchen,3,Thursday,0,Afternoon,2,71,238.9,851.1,267.0
2023-03-09,Hell's Kitchen,3,Thursday,0,Evening,3,61,178.7,238.9,71.0
2023-03-10,Hell's Kitchen,3,Friday,0,Morning,1,246,823.93,178.7,61.0
2023-03-10,Hell's Kitchen,3,Friday,0,Afternoon,2,86,267.7,823.93,246.0
2023-03-10,Hell's Kitchen,3,Friday,0,Evening,3,52,160.55,267.7,86.0
2023-03-11,Hell's Kitchen,3,Saturday,1,Morning,1,241,770.45,160.55,52.0
2023-03-11,Hell's Kitchen,3,Saturday,1,Afternoon,2,71,223.95,770.45,241.0
2023-03-11,Hell's Kitchen,3,Saturday,1,Evening,3,51,146.4,223.95,71.0
2023-03-12,Hell's Kitchen,3,Sunday,1,Morning,1,231,768.75,146.4,51.0
2023-03-12,Hell's Kitchen,3,Sunday,1,Afternoon,2,78,293.0,768.75,231.0
2023-03-12,Hell's Kitchen,3,Sunday,1,Evening,3,61,216.3,293.0,78.0
2023-03-13,Hell's Kitchen,3,Monday,0,Morning,1,259,907.8,216.3,61.0
2023-03-13,Hell's Kitchen,3,Monday,0,Afternoon,2,100,347.15,907.8,259.0
2023-03-13,Hell's Kitchen,3,Monday,0,Evening,3,64,185.95,347.15,100.0
2023-03-14,Hell's Kitchen,3,Tuesday,0,Morning,1,269,949.28,185.95,64.0
2023-03-14,Hell's Kitchen,3,Tuesday,0,Afternoon,2,66,260.6,949.28,269.0
2023-03-14,Hell's Kitchen,3,Tuesday,0,Evening,3,45,169.95,260.6,66.0
2023-03-15,Hell's Kitchen,3,Wednesday,0,Morning,1,206,639.25,169.95,45.0
2023-03-15,Hell's Kitchen,3,Wednesday,0,Afternoon,2,57,199.78,639.25,206.0
2023-03-15,Hell's Kitchen,3,Wednesday,0,Evening,3,54,166.25,199.78,57.0
2023-03-16,Hell's Kitchen,3,Thursday,0,Morning,1,255,855.13,166.25,54.0
2023-03-16,Hell's Kitchen,3,Thursday,0,Afternoon,2,57,176.05,855.13,255.0
2023-03-16,Hell's Kitchen,3,Thursday,0,Evening,3,38,111.25,176.05,57.0
2023-03-17,Hell's Kitchen,3,Friday,0,Morning,1,167,559.9,111.25,38.0
2023-03-17,Hell's Kitchen,3,Friday,0,Afternoon,2,46,159.9,559.9,167.0
2023-03-17,Hell's Kitchen,3,Friday,0,Evening,3,23,68.65,159.9,46.0
2023-03-18,Hell's Kitchen,3,Saturday,1,Morning,1,237,825.25,68.65,23.0
2023-03-18,Hell's Kitchen,3,Saturday,1,Afternoon,2,67,223.1,825.25,237.0
2023-03-18,Hell's Kitchen,3,Saturday,1,Evening,3,33,114.89999999999999,223.1,67.0
2023-03-19,Hell's Kitchen,3,Sunday,1,Morning,1,241,792.98,114.89999999999999,33.0
2023-03-19,Hell's Kitchen,3,Sunday,1,Afternoon,2,62,178.3,792.98,241.0
2023-03-19,Hell's Kitchen,3,Sunday,1,Evening,3,37,113.9,178.3,62.0
2023-03-20,Hell's Kitchen,3,Monday,0,Morning,1,217,706.55,113.9,37.0
2023-03-20,Hell's Kitchen,3,Monday,0,Afternoon,2,80,264.05,706.55,217.0
2023-03-20,Hell's Kitchen,3,Monday,0,Evening,3,54,143.5,264.05,80.0
2023-03-21,Hell's Kitchen,3,Tuesday,0,Morning,1,243,844.4,143.5,54.0
2023-03-21,Hell's Kitchen,3,Tuesday,0,Afternoon,2,87,252.2,844.4,243.0
2023-03-21,Hell's Kitchen,3,Tuesday,0,Evening,3,64,220.1,252.2,87.0
2023-03-22,Hell's Kitchen,3,Wednesday,0,Morning,1,158,548.1,220.1,64.0
2023-03-22,Hell's Kitchen,3,Wednesday,0,Afternoon,2,67,207.05,548.1,158.0
2023-03-22,Hell's Kitchen,3,Wednesday,0,Evening,3,52,168.75,207.05,67.0
2023-03-23,Hell's Kitchen,3,Thursday,0,Morning,1,211,785.38,168.75,52.0
2023-03-23,Hell's Kitchen,3,Thursday,0,Afternoon,2,64,209.35,785.38,211.0
2023-03-23,Hell's Kitchen,3,Thursday,0,Evening,3,50,147.6,209.35,64.0
2023-03-24,Hell's Kitchen,3,Friday,0,Morning,1,188,624.65,147.6,50.0
2023-03-24,Hell's Kitchen,3,Friday,0,Afternoon,2,74,243.55,624.65,188.0
2023-03-24,Hell's Kitchen,3,Friday,0,Evening,3,38,147.7,243.55,74.0
2023-03-25,Hell's Kitchen,3,Saturday,1,Morning,1,185,638.9,147.7,38.0
2023-03-25,Hell's Kitchen,3,Saturday,1,Afternoon,2,77,256.15,638.9,185.0
2023-03-25,Hell's Kitchen,3,Saturday,1,Evening,3,35,111.25,256.15,77.0
2023-03-26,Hell's Kitchen,3,Sunday,1,Morning,1,179,617.1,111.25,35.0
2023-03-26,Hell's Kitchen,3,Sunday,1,Afternoon,2,62,209.15,617.1,179.0
2023-03-26,Hell's Kitchen,3,Sunday,1,Evening,3,46,145.38,209.15,62.0
2023-03-27,Hell's Kitchen,3,Monday,0,Morning,1,238,675.95,145.38,46.0
2023-03-27,Hell's Kitchen,3,Monday,0,Afternoon,2,80,220.55,675.95,238.0
2023-03-27,Hell's Kitchen,3,Monday,0,Evening,3,62,164.1,220.55,80.0
2023-03-28,Hell's Kitchen,3,Tuesday,0,Morning,1,84,262.6,164.1,62.0
2023-03-28,Hell's Kitchen,3,Tuesday,0,Afternoon,2,124,405.25,262.6,84.0
2023-03-28,Hell's Kitchen,3,Tuesday,0,Evening,3,72,224.7,405.25,124.0
2023-03-29,Hell's Kitchen,3,Wednesday,0,Morning,1,73,224.75,224.7,72.0
2023-03-29,Hell's Kitchen,3,Wednesday,0,Afternoon,2,100,299.5,224.75,73.0
2023-03-29,Hell's Kitchen,3,Wednesday,0,Evening,3,48,148.65,299.5,100.0
2023-03-30,Hell's Kitchen,3,Thursday,0,Morning,1,192,654.28,148.65,48.0
2023-03-30,Hell's Kitchen,3,Thursday,0,Afternoon,2,59,220.45,654.28,192.0
2023-03-30,Hell's Kitchen,3,Thursday,0,Evening,3,40,124.25,220.45,59.0
2023-03-31,Hell's Kitchen,3,Friday,0,Morning,1,201,668.0,124.25,40.0
2023-03-31,Hell's Kitchen,3,Friday,0,Afternoon,2,50,141.5,668.0,201.0
2023-03-31,Hell's Kitchen,3,Friday,0,Evening,3,39,113.9,141.5,50.0
2023-04-01,Hell's Kitchen,4,Saturday,1,Morning,1,113,353.15,113.9,39.0
2023-04-01,Hell's Kitchen,4,Saturday,1,Afternoon,2,158,487.15,353.15,113.0
2023-04-01,Hell's Kitchen,4,Saturday,1,Evening,3,119,375.05,487.15,158.0
2023-04-02,Hell's Kitchen,4,Sunday,1,Morning,1,123,379.55,375.05,119.0
2023-04-02,Hell's Kitchen,4,Sunday,1,Afternoon,2,175,541.25,379.55,123.0
2023-04-02,Hell's Kitchen,4,Sunday,1,Evening,3,101,301.5,541.25,175.0
2023-04-03,Hell's Kitchen,4,Monday,0,Morning,1,115,367.25,301.5,101.0
2023-04-03,Hell's Kitchen,4,Monday,0,Afternoon,2,165,512.3,367.25,115.0
2023-04-03,Hell's Kitchen,4,Monday,0,Evening,3,87,264.45,512.3,165.0
2023-04-04,Hell's Kitchen,4,Tuesday,0,Morning,1,131,392.35,264.45,87.0
2023-04-04,Hell's Kitchen,4,Tuesday,0,Afternoon,2,127,386.7,392.35,131.0
2023-04-04,Hell's Kitchen,4,Tuesday,0,Evening,3,97,305.5,386.7,127.0
2023-04-05,Hell's Kitchen,4,Wednesday,0,Morning,1,120,385.9,305.5,97.0
2023-04-05,Hell's Kitchen,4,Wednesday,0,Afternoon,2,149,449.1,385.9,120.0
2023-04-05,Hell's Kitchen,4,Wednesday,0,Evening,3,87,273.3,449.1,149.0
2023-04-06,Hell's Kitchen,4,Thursday,0,Morning,1,113,331.8,273.3,87.0
2023-04-06,Hell's Kitchen,4,Thursday,0,Afternoon,2,177,539.75,331.8,113.0
2023-04-06,Hell's Kitchen,4,Thursday,0,Evening,3,99,295.45,539.75,177.0
2023-04-07,Hell's Kitchen,4,Friday,0,Morning,1,288,927.6,295.45,99.0
2023-04-07,Hell's Kitchen,4,Friday,0,Afternoon,2,108,333.6,927.6,288.0
2023-04-07,Hell's Kitchen,4,Friday,0,Evening,3,94,268.25,333.6,108.0
2023-04-08,Hell's Kitchen,4,Saturday,1,Morning,1,290,953.05,268.25,94.0
2023-04-08,Hell's Kitchen,4,Saturday,1,Afternoon,2,109,337.23,953.05,290.0
2023-04-08,Hell's Kitchen,4,Saturday,1,Evening,3,44,137.5,337.23,109.0
2023-04-09,Hell's Kitchen,4,Sunday,1,Morning,1,302,927.15,137.5,44.0
2023-04-09,Hell's Kitchen,4,Sunday,1,Afternoon,2,99,332.8,927.15,302.0
2023-04-09,Hell's Kitchen,4,Sunday,1,Evening,3,59,171.45,332.8,99.0
2023-04-10,Hell's Kitchen,4,Monday,0,Morning,1,277,945.05,171.45,59.0
2023-04-10,Hell's Kitchen,4,Monday,0,Afternoon,2,93,306.05,945.05,277.0
2023-04-10,Hell's Kitchen,4,Monday,0,Evening,3,55,159.95,306.05,93.0
2023-04-11,Hell's Kitchen,4,Tuesday,0,Morning,1,273,911.38,159.95,55.0
2023-04-11,Hell's Kitchen,4,Tuesday,0,Afternoon,2,94,281.25,911.38,273.0
2023-04-11,Hell's Kitchen,4,Tuesday,0,Evening,3,53,169.4,281.25,94.0
2023-04-12,Hell's Kitchen,4,Wednesday,0,Morning,1,280,896.15,169.4,53.0
2023-04-12,Hell's Kitchen,4,Wednesday,0,Afternoon,2,120,422.45,896.15,280.0
2023-04-12,Hell's Kitchen,4,Wednesday,0,Evening,3,76,250.4,422.45,120.0
2023-04-13,Hell's Kitchen,4,Thursday,0,Morning,1,347,1132.0,250.4,76.0
2023-04-13,Hell's Kitchen,4,Thursday,0,Afternoon,2,115,383.6,1132.0,347.0
2023-04-13,Hell's Kitchen,4,Thursday,0,Evening,3,85,281.8,383.6,115.0
2023-04-14,Hell's Kitchen,4,Friday,0,Morning,1,338,1254.08,281.8,85.0
2023-04-14,Hell's Kitchen,4,Friday,0,Afternoon,2,62,220.05,1254.08,338.0
2023-04-14,Hell's Kitchen,4,Friday,0,Evening,3,83,344.33,220.05,62.0
2023-04-15,Hell's Kitchen,4,Saturday,1,Morning,1,252,830.7,344.33,83.0
2023-04-15,Hell's Kitchen,4,Saturday,1,Afternoon,2,70,248.28,830.7,252.0
2023-04-15,Hell's Kitchen,4,Saturday,1,Evening,3,50,150.1,248.28,70.0
2023-04-16,Hell's Kitchen,4,Sunday,1,Morning,1,343,1202.68,150.1,50.0
2023-04-16,Hell's Kitchen,4,Sunday,1,Afternoon,2,70,209.95,1202.68,343.0
2023-04-16,Hell's Kitchen,4,Sunday,1,Evening,3,48,142.8,209.95,70.0
2023-04-17,Hell's Kitchen,4,Monday,0,Morning,1,228,1404.65,142.8,48.0
2023-04-17,Hell's Kitchen,4,Monday,0,Afternoon,2,45,181.3,1404.65,228.0
2023-04-17,Hell's Kitchen,4,Monday,0,Evening,3,18,52.5,181.3,45.0
2023-04-18,Hell's Kitchen,4,Tuesday,0,Morning,1,337,1157.2,52.5,18.0
2023-04-18,Hell's Kitchen,4,Tuesday,0,Afternoon,2,76,236.15,1157.2,337.0
2023-04-18,Hell's Kitchen,4,Tuesday,0,Evening,3,57,187.25,236.15,76.0
2023-04-19,Hell's Kitchen,4,Wednesday,0,Morning,1,291,1017.33,187.25,57.0
2023-04-19,Hell's Kitchen,4,Wednesday,0,Afternoon,2,90,292.5,1017.33,291.0
2023-04-19,Hell's Kitchen,4,Wednesday,0,Evening,3,37,139.35,292.5,90.0
2023-04-20,Hell's Kitchen,4,Thursday,0,Morning,1,281,859.05,139.35,37.0
2023-04-20,Hell's Kitchen,4,Thursday,0,Afternoon,2,92,292.0,859.05,281.0
2023-04-20,Hell's Kitchen,4,Thursday,0,Evening,3,49,166.35,292.0,92.0
2023-04-21,Hell's Kitchen,4,Friday,0,Morning,1,292,992.55,166.35,49.0
2023-04-21,Hell's Kitchen,4,Friday,0,Afternoon,2,99,309.05,992.55,292.0
2023-04-21,Hell's Kitchen,4,Friday,0,Evening,3,75,220.25,309.05,99.0
2023-04-22,Hell's Kitchen,4,Saturday,1,Morning,1,181,637.4,220.25,75.0
2023-04-22,Hell's Kitchen,4,Saturday,1,Afternoon,2,83,251.5,637.4,181.0
2023-04-22,Hell's Kitchen,4,Saturday,1,Evening,3,51,146.55,251.5,83.0
2023-04-23,Hell's Kitchen,4,Sunday,1,Morning,1,263,983.13,146.55,51.0
2023-04-23,Hell's Kitchen,4,Sunday,1,Afternoon,2,78,255.45,983.13,263.0
2023-04-23,Hell's Kitchen,4,Sunday,1,Evening,3,55,175.9,255.45,78.0
2023-04-24,Hell's Kitchen,4,Monday,0,Morning,1,210,725.55,175.9,55.0
2023-04-24,Hell's Kitchen,4,Monday,0,Afternoon,2,88,273.3,725.55,210.0
2023-04-24,Hell's Kitchen,4,Monday,0,Evening,3,50,167.9,273.3,88.0
2023-04-25,Hell's Kitchen,4,Tuesday,0,Morning,1,233,778.55,167.9,50.0
2023-04-25,Hell's Kitchen,4,Tuesday,0,Afternoon,2,100,362.85,778.55,233.0
2023-04-25,Hell's Kitchen,4,Tuesday,0,Evening,3,43,143.15,362.85,100.0
2023-04-26,Hell's Kitchen,4,Wednesday,0,Morning,1,251,907.2,143.15,43.0
2023-04-26,Hell's Kitchen,4,Wednesday,0,Afternoon,2,93,313.75,907.2,251.0
2023-04-26,Hell's Kitchen,4,Wednesday,0,Evening,3,73,206.55,313.75,93.0
2023-04-27,Hell's Kitchen,4,Thursday,0,Morning,1,273,777.8,206.55,73.0
2023-04-27,Hell's Kitchen,4,Thursday,0,Afternoon,2,107,298.85,777.8,273.0
2023-04-27,Hell's Kitchen,4,Thursday,0,Evening,3,82,224.8,298.85,107.0
2023-04-28,Hell's Kitchen,4,Friday,0,Morning,1,108,342.15,224.8,82.0
2023-04-28,Hell's Kitchen,4,Friday,0,Afternoon,2,153,495.85,342.15,108.0
2023-04-28,Hell's Kitchen,4,Friday,0,Evening,3,83,251.95,495.85,153.0
2023-04-29,Hell's Kitchen,4,Saturday,1,Morning,1,84,248.55,251.95,83.0
2023-04-29,Hell's Kitchen,4,Saturday,1,Afternoon,2,145,446.5,248.55,84.0
2023-04-29,Hell's Kitchen,4,Saturday,1,Evening,3,61,197.5,446.5,145.0
2023-04-30,Hell's Kitchen,4,Sunday,1,Morning,1,239,781.8,197.5,61.0
2023-04-30,Hell's Kitchen,4,Sunday,1,Afternoon,2,60,179.8,781.8,239.0
2023-04-30,Hell's Kitchen,4,Sunday,1,Evening,3,47,149.8,179.8,60.0
2023-05-01,Hell's Kitchen,5,Monday,0,Morning,1,159,503.25,149.8,47.0
2023-05-01,Hell's Kitchen,5,Monday,0,Afternoon,2,207,630.95,503.25,159.0
2023-05-01,Hell's Kitchen,5,Monday,0,Evening,3,146,464.2,630.95,207.0
2023-05-02,Hell's Kitchen,5,Tuesday,0,Morning,1,163,509.45,464.2,146.0
2023-05-02,Hell's Kitchen,5,Tuesday,0,Afternoon,2,210,635.55,509.45,163.0
2023-05-02,Hell's Kitchen,5,Tuesday,0,Evening,3,144,445.55,635.55,210.0
2023-05-03,Hell's Kitchen,5,Wednesday,0,Morning,1,158,487.0,445.55,144.0
2023-05-03,Hell's Kitchen,5,Wednesday,0,Afternoon,2,203,640.2,487.0,158.0
2023-05-03,Hell's Kitchen,5,Wednesday,0,Evening,3,142,425.3,640.2,203.0
2023-05-04,Hell's Kitchen,5,Thursday,0,Morning,1,152,478.85,425.3,142.0
2023-05-04,Hell's Kitchen,5,Thursday,0,Afternoon,2,191,592.05,478.85,152.0
2023-05-04,Hell's Kitchen,5,Thursday,0,Evening,3,124,377.65,592.05,191.0
2023-05-05,Hell's Kitchen,5,Friday,0,Morning,1,157,514.25,377.65,124.0
2023-05-05,Hell's Kitchen,5,Friday,0,Afternoon,2,191,579.9,514.25,157.0
2023-05-05,Hell's Kitchen,5,Friday,0,Evening,3,115,351.55,579.9,191.0
2023-05-06,Hell's Kitchen,5,Saturday,1,Morning,1,128,383.95,351.55,115.0
2023-05-06,Hell's Kitchen,5,Saturday,1,Afternoon,2,221,651.65,383.95,128.0
2023-05-06,Hell's Kitchen,5,Saturday,1,Evening,3,129,397.5,651.65,221.0
2023-05-07,Hell's Kitchen,5,Sunday,1,Morning,1,368,1154.15,397.5,129.0
2023-05-07,Hell's Kitchen,5,Sunday,1,Afternoon,2,118,362.75,1154.15,368.0
2023-05-07,Hell's Kitchen,5,Sunday,1,Evening,3,149,440.65,362.75,118.0
2023-05-08,Hell's Kitchen,5,Monday,0,Morning,1,352,1118.5,440.65,149.0
2023-05-08,Hell's Kitchen,5,Monday,0,Afternoon,2,140,425.68,1118.5,352.0
2023-05-08,Hell's Kitchen,5,Monday,0,Evening,3,68,223.2,425.68,140.0
2023-05-09,Hell's Kitchen,5,Tuesday,0,Morning,1,417,1346.0,223.2,68.0
2023-05-09,Hell's Kitchen,5,Tuesday,0,Afternoon,2,113,356.2,1346.0,417.0
2023-05-09,Hell's Kitchen,5,Tuesday,0,Evening,3,78,214.0,356.2,113.0
2023-05-10,Hell's Kitchen,5,Wednesday,0,Morning,1,382,1304.48,214.0,78.0
2023-05-10,Hell's Kitchen,5,Wednesday,0,Afternoon,2,134,419.45,1304.48,382.0
2023-05-10,Hell's Kitchen,5,Wednesday,0,Evening,3,70,218.7,419.45,134.0
2023-05-11,Hell's Kitchen,5,Thursday,0,Morning,1,366,1291.18,218.7,70.0
2023-05-11,Hell's Kitchen,5,Thursday,0,Afternoon,2,129,393.15,1291.18,366.0
2023-05-11,Hell's Kitchen,5,Thursday,0,Evening,3,67,220.98,393.15,129.0
2023-05-12,Hell's Kitchen,5,Friday,0,Morning,1,354,1185.5,220.98,67.0
2023-05-12,Hell's Kitchen,5,Friday,0,Afternoon,2,132,418.45,1185.5,354.0
2023-05-12,Hell's Kitchen,5,Friday,0,Evening,3,97,292.45,418.45,132.0
2023-05-13,Hell's Kitchen,5,Saturday,1,Morning,1,453,1519.2,292.45,97.0
2023-05-13,Hell's Kitchen,5,Saturday,1,Afternoon,2,132,451.05,1519.2,453.0
2023-05-13,Hell's Kitchen,5,Saturday,1,Evening,3,99,342.35,451.05,132.0
2023-05-14,Hell's Kitchen,5,Sunday,1,Morning,1,404,1375.83,342.35,99.0
2023-05-14,Hell's Kitchen,5,Sunday,1,Afternoon,2,81,309.85,1375.83,404.0
2023-05-14,Hell's Kitchen,5,Sunday,1,Evening,3,76,294.03,309.85,81.0
2023-05-15,Hell's Kitchen,5,Monday,0,Morning,1,334,1118.8,294.03,76.0
2023-05-15,Hell's Kitchen,5,Monday,0,Afternoon,2,83,271.65,1118.8,334.0
2023-05-15,Hell's Kitchen,5,Monday,0,Evening,3,63,202.2,271.65,83.0
2023-05-16,Hell's Kitchen,5,Tuesday,0,Morning,1,392,1354.73,202.2,63.0
